"oeid","blog","name","desc","date"
"13250","http://grhp.hypotheses.org/","GRHP","Groupe de Recherche en Histoire des Protestantismes","2014-03-14"
"13241","http://hdbr.hypotheses.org/","Humanidades digitais","Blog do grupo de pesquisas humanidades digitais","2014-03-14"
"13246","http://mce.hypotheses.org/","Médecines chinoises en Europe","Pratiques médicales chinoises en France, en Suisse et en Italie","2014-03-14"
"13232","http://redaccion.hypotheses.org/","Redacción de textos","Recomendaciones para presentar trabajos académicos","2014-03-14"
"13254","http://zilsel.hypotheses.org/","Zilsel","Sociologie, histoire, anthropologie et philosophie des sciences et des techniques","2014-03-14"
"13218","http://heralds.hypotheses.org/","History of heralds","Workshop and collaborative book project about the history of heralds in Europe (12th-18th c.)","2014-03-07"
"13214","http://hdmedia.hypotheses.org/","Heidelberg Media Network","Interdisciplinary dialogues about media, communication and culture","2014-03-07"
"13219","http://oberrhein.hypotheses.org/","Mittelalter am Oberrhein","Ein Blog der Abteilung Landesgeschichte an der Albert-Ludwigs-Universität Freiburg","2014-03-07"
"13204","http://charlemagne.hypotheses.org/","Charlemagne","Carnet du colloque : « Les temps, les espaces, les hommes. Construction et déconstruction d'un règne »","2014-02-28"
"13202","http://speyermemo.hypotheses.org/","Erinnern in Speyer 1933-1945","Das Blog stellt eine Dokumentation über Zwangsarbeiter in Speyer und Umgebung in den Jahren 1933 bis 1945 dar.","2014-02-28"
"13200","http://aiow.hypotheses.org/","Bondage and environment","Servitude and human trafficking in the Afro-Eurasian spaces","2014-02-27"
"13181","http://droitscisoc.hypotheses.org/","Droit et sciences sociales","Actualités des recherches aux frontières du droit et des sciences sociales","2014-02-24"
"11715","http://israelenergy.hypotheses.org/","Énergie et transport au Proche-Orient","Analyse des enjeux liés aux découvertes gazières en méditerranée orientale et au tramway de Jérusalem","2014-02-24"
"13178","http://pddtm.hypotheses.org/","Les Notes du Pôle","Travaux du pôle développement durable et territoires méditerranéens du CERIC","2014-02-24"
"13137","http://grammata.hypotheses.org/","Grammata","Bibelwissenschaftliche Notizen","2014-02-11"
"13127","http://dfmfa.hypotheses.org/","DFMFA","Deutsch-Französisches Mediävistenforum – Forum des Médiévistes Franco-Allemand","2014-02-10"
"13134","http://diversitas.hypotheses.org/","Diversitas Religionum","A research blog on medieval religious polemics and religious plurality","2014-02-10"
"13124","http://nlphist.hypotheses.org/","NLP for Historical Texts","Historical texts, computational linguistics and the digital humanities","2014-02-10"
"13129","http://rajprisons.hypotheses.org/","Koloniale Gefängnisse","Haft und Bestrafung in Britisch-Indien im 19. Jahrhundert","2014-02-10"
"13108","http://archivamt.hypotheses.org/","Archivamtblog","Aktuelles zum Archivwesen in Westfalen-Lippe","2014-02-05"
"13113","http://divercities.hypotheses.org/","DiverCities","Contested space and urban identities in Beirut, Cairo and Tehran","2014-02-05"
"13102","http://elm.hypotheses.org/","Lernen_Emotionen_Musik?","Summer school des Max Planck Institutes für Bildungsforschung 2013","2014-02-05"
"13092","http://etatsocial.hypotheses.org/","Sozialstaat | État Social","Europa als Herausforderung | Saisir l'Europe","2014-02-05"
"13097","http://kriegsfoto.hypotheses.org/","Archivar - Kamera - Weltkrieg","Tagebuch zur Bearbeitung des Fotonachlasses Dr. Karl Lutz (2. Weltkrieg) im Stadtarchiv Speyer","2014-02-05"
"13085","http://psych.hypotheses.org/","Einblicke in die Psychologie","Ausgewählte Inhalte aus der Wissenschaft vom Erleben und Verhalten","2014-02-05"
"13087","http://reichtum.hypotheses.org/","Geld – Macht – Emotionen","Reichtum in historischer Perspektive","2014-02-05"
"13076","http://komfrag.hypotheses.org/","KomFrag","Kommentar zur griechischen Komödie - Surprising science blog","2014-02-04"
"13080","http://revolt.hypotheses.org/","Early-modern revolts as communicative events","Frühneuzeitliche Revolten als Kommunikationsereignisse","2014-02-04"
"13642","http://futuread.hypotheses.org/","Books are Falling Apart","Memory, texts and storytelling. The dissemination of reading","2014-01-31"
"13635","http://actugenre.hypotheses.org/","Actualité des études de genre","Séminaire de recherche de la MSH de Dijon","2014-01-08"
"13036","http://borderwalls.hypotheses.org/","Border Walls","Frontières, barrières et murs","2013-12-24"
"13030","http://histdelux.hypotheses.org/","Histoires de Lux","Tales from Europe on Medicine and Education","2013-12-24"
"13034","http://poly.hypotheses.org/","Lire une collection en yiddish","Histoire et mémoire d'un monde disparu au lendemain de la catastrophe","2013-12-24"
"13027","http://socioecotravail.hypotheses.org/","Socio Economie du Travail","Carnet de la série ""Socio Economie du Travail"" de la revue ""Economies et Sociétés""","2013-12-24"
"12998","http://acrossings.hypotheses.org/","Atlantic crossings","Materiality, contemporary movements and policies of belonging","2013-12-19"
"13011","http://artdates.hypotheses.org/","L'arte di verificare le date","L'art de verifier les dates - Etudes des problèmes de chronologie dans les documents médiévaux","2013-12-19"
"13002","http://capoeira.hypotheses.org/","Mandinga for export","The globalization of capoeira","2013-12-19"
"13007","http://centrici.hypotheses.org/","Centres and centralities","An interdisciplinary database about genesis, development, decline and sometimes end of centres and their centralities","2013-12-19"
"12980","http://hpsns.hypotheses.org/","The Semipermeable Membrane","History and Philosophy of the neurosciences within their social contexts","2013-12-19"
"13020","http://parimed.hypotheses.org/","Pariscope médiéval","Actualités de la recherche en philosophie médiévale","2013-12-19"
"12986","http://museoffire.hypotheses.org/","A muse of fire","Shakespeare and acting in the eighteenth century","2013-12-19"
"12991","http://publicient.hypotheses.org/","A publicação científica","Um blogue de pesquisa que trata da comunicação e da informação científica olhando para o Brasil","2013-12-19"
"12993","http://sobola.hypotheses.org/","Sobola!","Música, movimentos sociais e novas tecnologias no espaço Atlântico","2013-12-19"
"13016","http://sss.hypotheses.org/","Les carnets de SSS","Sciences sociales et santé","2013-12-19"
"13023","http://toflit18.hypotheses.org/","TOFLIT18","Transformations of the french economy through the lens of international trade, 1716-1821","2013-12-19"
"12976","http://ahmo.hypotheses.org/","AHMO","Le carnet de l'Association pour l'Histoire du management et des organisations","2013-12-18"
"12962","http://openblog.hypotheses.org/","OpenBlog","Wissenschaft veröffentlichen","2013-12-18"
"12971","http://semhpst.hypotheses.org/","Semantic HPST","Semantic approach to epistemology and History of science and technology","2013-12-18"
"12963","http://trafo.hypotheses.org/","Trafo","Beiträge zur transregionalen Forschung","2013-12-18"
"12967","http://zakunibonn.hypotheses.org/","Deutsche Nachkriegskinder revisited","","2013-12-18"
"12926","http://1914lvr.hypotheses.org/","1914 - Mitten in Europa","Blog zum Kongress ""Aggression und Avantgarde""","2013-12-17"
"12922","http://digigw.hypotheses.org/","AG Digitale GW","Das Blog der AG Digitale Geschichtswissenschaft","2013-12-17"
"12959","http://dwgd.hypotheses.org/","dWGd","Arbeitskreis | digitaler Wandel und Geschichtsdidaktik | Konferenz für Geschichtsdidaktik","2013-12-17"
"12941","http://geschichtsadmin.hypotheses.org/","Geschichte verwalten","Studienmanagement im Historischen Seminar","2013-12-17"
"12929","http://jameel.hypotheses.org/","Yousef Jameel Projekt","Digitalisierungsprojekt am Museum für Islamische Kunst in Berlin","2013-12-17"
"12946","http://ockenheim.hypotheses.org/","Geschichte(n) von Ockenheim","Neues zur Ortsgeschichte","2013-12-17"
"12934","http://philophiso.hypotheses.org/","Philosophie - Phisolophie","Besser durch den Alltag mit Reflexion","2013-12-17"
"12949","http://metablock.hypotheses.org/","METABLOCK","Bloggen übers Bloggen","2013-12-17"
"12939","http://smdr.hypotheses.org/","Schweden - Mitstand des Reichs","Schwedens Beziehungen zu Kaiser und Reich 1648-1721","2013-12-17"
"12954","http://vgdrp.hypotheses.org/","geschichtslehrerverband-rp.de","","2013-12-17"
"12917","http://ateliercst.hypotheses.org/","La Lucarne","Atelier collaboratif d'histoire culturelle et populaire des technosciences","2013-12-16"
"12920","http://ch.hypotheses.org/","connaissance hellénique","ho lychnos (la lanterne)","2013-12-16"
"12902","http://couleurs.hypotheses.org/","Harmonies colorées","Décrire et utiliser les relations colorées dans la graphique.","2013-12-16"
"12890","http://earlyvideo.hypotheses.org/","Vidéo des premiers temps","Séminaire de recherche","2013-12-16"
"12906","http://patvib.hypotheses.org/","Fragilité de l'identité","construction et déconstruction de l'identité personnelle","2013-12-16"
"12914","http://presquepartout.hypotheses.org/","Presque partout","C'est nulle part","2013-12-16"
"12909","http://sdvigpress.hypotheses.org/","sdvig press","Projet de plateforme éditoriale","2013-12-16"
"12900","http://wbenjamin.hypotheses.org/","Carnet(s) Walter Benjamin","Histoire & Actualité","2013-12-16"
"12866","http://argef.hypotheses.org/","argef","Association de Recherche sur le Genre en Éducation et Formation","2013-12-12"
"12884","http://claireclivaz.hypotheses.org/","Digital Humanities Blog","Un blog sur les Humanités Digitales","2013-12-12"
"12869","http://dubois.hypotheses.org/","Fonds Dubois / Dubois Collection","Histoire, 17e-18e siècles, France, Royaume-Uni / History, 17th-18th century, France, Britain","2013-12-12"
"12862","http://generaliste.hypotheses.org/","Généraliste numérique","La médecine générale et le monde numérique","2013-12-12"
"12876","http://gsam.hypotheses.org/","Acoustique Musicale","Nouvelles de la comunauté d'acoustique musicale","2013-12-12"
"12872","http://gsl.hypotheses.org/","Genres, sexualités, langage","Association GSL","2013-12-12"
"12880","http://iconoconte.hypotheses.org/","IconoConte","Histoire de l'art et du livre illustré, contes, légendes et rêveries littéraires et visuels","2013-12-12"
"12853","http://ameli.hypotheses.org/","AMELI","Analyse Multi-Échelle des LIsières","2013-12-11"
"12838","http://dcie.hypotheses.org/","DCIE","Dynamiques  Citoyennes en Europe","2013-12-11"
"12847","http://difdepo.hypotheses.org/","DifdePo","Carnet de recherche du programme ANR","2013-12-11"
"12858","http://colostrum.hypotheses.org/","ANR Colostrum","L’alimentation pré-lactée (don et consommation néonatale du colostrum) : pratiques, représentations et enjeux de santé publique","2013-12-11"
"12820","http://diotime2.hypotheses.org/","DIOTIME 2.0.","Enseigner la philosophie à l'heure du numérique","2013-12-11"
"12856","http://hacca.hypotheses.org/","Analecta CornuAfricae","Hypothèses et analectes pour comprendre la Corne de l'Afrique | Analectic blog of the Horn of Africa","2013-12-11"
"12814","http://hdja1945.hypotheses.org/","Histoire des Juifs après 1945","Atelier de recherche","2013-12-11"
"12823","http://ifas.hypotheses.org/","LESEDI","Les carnets de recherche de l'Institut français d'Afrique du Sud","2013-12-11"
"12850","http://oblit.hypotheses.org/","L'objet littérature","","2013-12-11"
"12830","http://ouest.hypotheses.org/","OUEST","Expériences, usages et non-usages sociaux des droits et des services","2013-12-11"
"12796","http://diderot.hypotheses.org/","Société Diderot","Changer la façon commune de penser","2013-12-10"
"12809","http://communautarismes.hypotheses.org/","communautarismes dé/construits","Construction / déconstruction: appréhender le communautarisme religieux","2013-12-10"
"12798","http://dalembert.hypotheses.org/","D’Alembert et l’Encyclopédie","Changer la façon commune de penser","2013-12-10"
"12801","http://envepi.hypotheses.org/","ENV'ÉPI","Enrichir l'eNVironnement pour mieux vivre son ÉPIlepsie : un projet de recherche Rhône-Alpin pour améliorer la Qualité de Vie de l'enfant souffrant d'épilepsie et de toute sa famille","2013-12-10"
"12788","http://interculturalites.hypotheses.org/","Interculturalités","Phenomènes et reconstructions","2013-12-10"
"12804","http://loth.hypotheses.org/","Programme LOTH","Langages, Objets, Territoires, Hospitalités","2013-12-10"
"12799","http://prehisto.hypotheses.org/","Préhistoscène","Quand des élèves interprètent la Préhistoire","2013-12-10"
"12793","http://rurbanafrica.hypotheses.org/","RurbanAfrica","Relations villes-campagnes en Afrique","2013-12-10"
"12786","http://socrates.hypotheses.org/","SOCRATES","Socrates : sources, traditions, usages. Pour une herméneutique du socratisme (de l'Antiquité à la fin du Moyen Âge)","2013-12-10"
"12753","http://cedejsudan.hypotheses.org/","Researching Sudan","CEDEJ-Khartoum – A perspective on contemporary Sudans","2013-12-09"
"12782","http://compter.hypotheses.org/","Penser/Compter","Fabriques et usages des nombres (XIXe - XXe siècles)","2013-12-09"
"12777","http://damocles.hypotheses.org/","Damocles For Ever","Tenir le pas gagné","2013-12-09"
"12767","http://ehas.hypotheses.org/","Le cresson enseigne","ecole d'hiver sur les ambiances sonores","2013-12-09"
"12766","http://genrecol.hypotheses.org/","Femmes, genre, colonisations","XIXe-XXe siècle","2013-12-09"
"12780","http://parhei.hypotheses.org/","Recherches, réflexions et perspectives franco-allemandes sur l'Histoire","","2013-12-09"
"12761","http://repex.hypotheses.org/","Représenter/Expérimenter","Paradigme et/ou métaphore expérimentaux dans les pratiques théâtrales modernes","2013-12-09"
"12757","http://rps.hypotheses.org/","Séminaire RPS","Séminaire sur les risques psychosociaux","2013-12-09"
"12774","http://saintgond.hypotheses.org/","Néolithique de Saint-Gond","","2013-12-09"
"12771","http://smaugustin.hypotheses.org/","Augustin dans la littérature","Séminaire de recherche sur l'héritage de la pensée augustinienne dans la littérature occidentale","2013-12-09"
"12712","http://aracapag.hypotheses.org/","Enseigner l'arabe","Site des préparations au CAPES et à l'agrégation d'arabe","2013-12-05"
"12744","http://dighistory.hypotheses.org/","Digital History","","2013-12-05"
"12719","http://exogeneses.hypotheses.org/","Exogenèses","Les objets-frontières dans l'art en Europe depuis 1500","2013-12-05"
"12734","http://fabriqam.hypotheses.org/","Fabriq'am","La fabrique des “patrimoines” : Mémoires, savoirs et politique en Amérique indienne aujourd’hui","2013-12-05"
"12726","http://interfaces.hypotheses.org/","Interférences","Jeunesse et transmission","2013-12-05"
"12739","http://item.hypotheses.org/","Les carnets d'ITEM","","2013-12-05"
"12736","http://lca.hypotheses.org/","La Chine ancienne","Carnet du groupe de recherche sur la Chine ancienne du CRCAO","2013-12-05"
"12727","http://mad.hypotheses.org/","Medieval Animal Data-Network","Multidisciplinary research on medieval animals","2013-12-05"
"12717","http://manuscrits.hypotheses.org/","Manuscrits en Méditerranée","Recherches sur les manuscrits et les bibliothèques dans le monde grec et l'Orient chrétien","2013-12-05"
"12745","http://onomastique.hypotheses.org/","Onomatique","Traitement automatique et onomastique","2013-12-05"
"12723","http://newsphist.hypotheses.org/","Newspaper history","The birth of newspaper in 17th century","2013-12-05"
"12707","http://transmedia.hypotheses.org/","Récits en série","Carnet de recherche du projet Narrations sérielles et Transmédialité","2013-12-05"
"12700","http://arths.hypotheses.org/","Art Histories Society","The Art Histories Society blog","2013-12-04"
"12684","http://cdf.hypotheses.org/","The place to be ?","Vivre et bouger dans l'entre-deux : jeunesses et mobilités dans l'espace périurbain","2013-12-04"
"12696","http://cisav.hypotheses.org/","Circulation des savoirs","","2013-12-04"
"12677","http://equirisk.hypotheses.org/","ANR EquiRisk","Equity in Risky Intertemporal Economic Environments","2013-12-04"
"12694","http://ifeac.hypotheses.org/","IFEAC","Institut Français d'Etudes sur l'Asie Centrale","2013-12-04"
"12687","http://inscriptio.hypotheses.org/","Lapidarias litteras scio","A Hypotheses blog about Latin Epigraphy","2013-12-04"
"12699","http://lab.hypotheses.org/","OpenEdition Lab","OpenEdition Lab est l'équipe de recherche & développement d'OpenEdition","2013-12-04"
"12703","http://oriflamms.hypotheses.org/","Écriture médiévale & numérique","Écritures médiévales et lecture numérique. Carnet du projet ORIFLAMMS (Ontology Research, Image Features, Letterform Analysis on Multilingual Medieval Scripts)","2013-12-04"
"12692","http://rt6.hypotheses.org/","RT6 : Protection sociale","Réseau de l’Association Française de Sociologie : Protection sociale, politiques sociales et solidarités","2013-12-04"
"12680","http://syriecult.hypotheses.org/","Patrimoine culturel syrien","","2013-12-04"
"12667","http://bulac.hypotheses.org/","Le Carreau de la BULAC","","2013-12-03"
"12671","http://musearti.hypotheses.org/","Histoire musées expositions","Histoire cuturelle et art contemporain","2013-12-03"
"12674","http://person.hypotheses.org/","Yves Person historien","Son oeuvre sur le Mande et la Bretagne","2013-12-03"
"12657","http://anthropsylogies.hypotheses.org/","Anthropsylogies","anthropologie, psychologie, psychanalyse: recherche et clinique","2013-12-02"
"12660","http://ssr.hypotheses.org/","Sciences sociales du religieux","Programme de Recherches Interdisciplinaires","2013-12-02"
"13632","http://aleesp.hypotheses.org/","El alemán desde el español","Reflexiones sobre la enseñanza y el aprendizaje de la lengua alemana en el siglo XXI","2013-11-20"
"12624","http://anrpaprika.hypotheses.org/","PAPRIK@2F","Portail archives politiques recherches indexation komintern et fonds français","2013-11-06"
"12627","http://genreurope.hypotheses.org/","Genre et Europe","Carnet de l'axe « Genre » du LabEx « Écrire une histoire nouvelle de l'Europe »","2013-11-06"
"12614","http://allophonia.hypotheses.org/","Allophonia","Work in cultural translation","2013-10-31"
"12611","http://archidrawing.hypotheses.org/","Architectural drawings","Images and Representations of Architecture in the Early Modern Period","2013-10-31"
"12621","http://etusourdes.hypotheses.org/","Études sourdes","Des recherches à propos de la communauté sourde","2013-10-31"
"12607","http://fotota.hypotheses.org/","Fotota","Perspectives africaines en photographie","2013-10-31"
"12600","http://fyg.hypotheses.org/","Find your glasses","A blog about how hard it is to find your glasses when you are not wearing your glasses","2013-10-31"
"12618","http://hatn.hypotheses.org/","history@the.net","Digital Cultures of History on the Web","2013-10-31"
"12605","http://histbav.hypotheses.org/","Geschichte Bayerns","Ein wissenschaftliches Gemeinschaftsblog zur bayerischen Landesgeschichte","2013-10-31"
"12596","http://klinai.hypotheses.org/","Klinai","Ressources et outils pour la recherche sur le funéraire en Grande-Grèce et en Étrurie","2013-10-31"
"12602","http://labojrsd.hypotheses.org/","Sciences dessinées","Carnet du laboratoire junior Sciences dessinées","2013-10-31"
"12590","http://scriptorium.hypotheses.org/","Scriptorium","Digitale Rekonstruktionen mittelalterlicher Bibliotheken","2013-10-31"
"12585","http://mshs.hypotheses.org/","La recherche à la MSHS de l'Université de Poitiers","Actualité et chroniques","2013-10-30"
"12541","http://graphique.hypotheses.org/","Le carnet de Comicalités","Culture graphique : intuition, documentation, collaborations","2013-10-03"
"12510","http://antiquitas.hypotheses.org/","Antiquitas","« Sciences de l'Antiquité » à l'Université de Lorraine (Nancy)","2013-09-20"
"12506","http://llss.hypotheses.org/","Lire les sciences sociales","Présentation et mise en débat d'ouvrages de sciences sociales","2013-09-16"
"12490","http://aktenkunde.hypotheses.org/","Aktenkunde","Aktenlesen als Historische Hilfswissenschaft","2013-09-12"
"12484","http://bldeathnet.hypotheses.org/","The Black Death Network","Interdiscplinary approaches to the 14th century crises in Europe","2013-09-12"
"12497","http://fleurs.hypotheses.org/","Écrivez-le avec des fleurs","Autour de l'étude des métaphores et métamorphoses florales dans la littérature française des XXe et XXIe siècles.","2013-09-12"
"12501","http://hhr.hypotheses.org/","Humanitarianism & Human Rights","Research on the entangled history of humanitarianism and human rights","2013-09-12"
"12500","http://techniqcak.hypotheses.org/","Les techniques au Centre Koyré","Actualité scientifique du groupe histoire et sciences sociales des techniques du Centre Alexandre Koyré","2013-09-12"
"12493","http://uegg.hypotheses.org/","Übergangsgesellschaften","Ländliche Politik in der europäischen Moderne - ein Forschungsprojekt","2013-09-12"
"12496","http://violence.hypotheses.org/","Violences Urbaines | Urbane Gewalträume","Un projet de recherche du réseau « Saisir l'Europe | Europa als Herausforderung »","2013-09-12"
"12487","http://zwopktnull.hypotheses.org/","Geschichte zwopunktnull","Geschichtsunterricht, Geschichtsdidaktik und das ""Digitale""","2013-09-12"
"12474","http://between.hypotheses.org/","Between","Rivista dell’Associazione italiana di teoria e storia comparata della letteratura","2013-09-05"
"12467","http://fildigital.hypotheses.org/","Filología digital","Existimos y después somos redes","2013-09-05"
"12470","http://officina.hypotheses.org/","Officina della storia","Rivista on line di storia del tempo presente","2013-09-05"
"12477","http://romatevere.hypotheses.org/","Rome, le Tibre, le littoral","3000 ans d’histoire, les défis du présent","2013-09-05"
"12460","http://dhutm.hypotheses.org/","Digital humanities Toulouse","Journée d'études des doctorants de l'Université Toulouse 2 - Le Mirail","2013-08-29"
"12457","http://pfl.hypotheses.org/","Promotion français-lettres","Analyses et prospectives pour la revivification de la création, de la recherche-formation et de l’enseignement dans ces disciplines","2013-08-29"
"12455","http://forccast.hypotheses.org/","FORCCAST","Formation par la cartographie des controverses à l'analyse des sciences et des techniques","2013-08-27"
"12453","http://sms.hypotheses.org/","Mondes sociaux","Magazine des sciences humaines et sociales toulousaines","2013-08-27"
"12447","http://bsn7.hypotheses.org/","Le carnet de BSN7","Carnet du groupe 7 de la Bibliothèque scientifique numérique (BSN)","2013-08-23"
"12448","http://cescm.hypotheses.org/","Carnets du CESCM","Centre d'études supérieures de civilisation médiévale (UMR 7302)","2013-08-23"
"12445","http://prevention.hypotheses.org/","La prévention dans les Nord et les Sud à l'épreuve du terrain","Notion, représentations et pratiques locales","2013-08-23"
"12436","http://ager.hypotheses.org/","AGER","Association d'étude du monde rural gallo-romain","2013-08-22"
"12433","http://neocarto.hypotheses.org/","Carnet cartographique","« Aucune carte du monde n’est digne d’un regard si le pays de l’utopie n’y figure pas. » – Oscar Wilde","2013-08-22"
"12427","http://convivialite.hypotheses.org/","Convivialité, techniques et urbanisations","Un carnet de recherche sur la fabrication des environnements urbains et la convivialité des techniques urbaines","2013-08-08"
"12430","http://womenboxe.hypotheses.org/","Penser la boxe feminine","Les femmes ont désormais leur place sur les rings","2013-08-08"
"12406","http://musermeku.hypotheses.org/","MusErMeKu","Museum / Erinnerung / Medien / Kultur","2013-08-07"
"12417","http://naps.hypotheses.org/","Napoleon auf der Spur","Quellenblog zur napoleonischen Ära in den deutschen Landen","2013-08-07"
"12424","http://schlehen.hypotheses.org/","Schlehengrund","Informationen und Materialien zur Flurnamenforschung im Unterricht","2013-08-07"
"12418","http://studpro.hypotheses.org/","Studienstätte Protestantismus","Study Center for Protestantism","2013-08-07"
"12400","http://kristinoswald.hypotheses.org/","Krosworldia","Kristin Oswald timelines about sciences, society and the media in past, present and future","2013-07-31"
"12352","http://gewalt.hypotheses.org/","Urbane Gewalträume | Violences Urbaines","Ein Forschungsprojekt im Verbund »Europa als Herausforderung | Saisir l'Europe«","2013-07-11"
"12356","http://heraldica.hypotheses.org/","Heraldica Nova","Medieval heraldry in cultural-historical perspective","2013-07-11"
"12359","http://konservativ.hypotheses.org/","Ziemlichkonservativ","Politikgeschichte in Zeiten der Kulturwissenschaften","2013-07-11"
"12348","http://paleografia.hypotheses.org/","Paleografía y Ciencias afines","El blog de Leonor Zozaya, docente de Paleografía","2013-07-11"
"11860","http://gelerndig.hypotheses.org/","Geschichte Lernen digital","TagungsBlog | 8./9. März 2013 | München","2013-07-05"
"12332","http://aes.hypotheses.org/","Archiv der Erzdiözese Salzburg","Neuigkeiten, Projekte und Interessantes aus Archiv und Diözesanbibliothek der Erzdiözese Salzburg","2013-07-04"
"12341","http://clionauta.hypotheses.org/","Clionauta: Blog de Historia","Noticias sobre la disciplina","2013-07-04"
"12337","http://dfmdp.hypotheses.org/","Master et Doctorat franco-allemand | Deutsch-französisches Master- & Doktorandenprogramm","EHESS, Paris – Historisches Seminar, Heidelberg","2013-07-04"
"12323","http://red.hypotheses.org/","RED","El aprendizaje en la Sociedad del Conocimiento","2013-07-04"
"12328","http://wppluslw.hypotheses.org/","WP+LW=?","Wikipedia als literaturwissenschaftliches Instrument","2013-07-04"
"12307","http://filstoria.hypotheses.org/","Filosofia & Storia","Repertorio di fonti e risorse ad accesso libero a cura della Biblioteca di Filosofia e storia dell’Università di Pisa","2013-06-24"
"12246","http://colonialmimesis.hypotheses.org/","Colonial mimesis in the Portuguese empire","Research project ICS-UL","2013-06-17"
"12248","http://docnroll.hypotheses.org/","Funny you should say that","Analyse du discours musical et médiatique","2013-06-17"
"12217","http://contagions.hypotheses.org/","Contagions","Heurs et malheurs de l'analyse transmédiatique","2013-06-13"
"12231","http://dhlyon.hypotheses.org/","NHumérisme","Carnet de recherche du Labo junior de l'ENS Lyon pour le développement des Humanités numériques à Lyon","2013-06-13"
"12234","http://openarchiv.hypotheses.org/","Archives ouvertes","Outils et veille pour un libre accès à la production scientifique","2013-06-13"
"12225","http://sacresliens.hypotheses.org/","Sacrés liens !","Étudier les liens en sciences sociales des religions","2013-06-13"
"12228","http://theatrestudies.hypotheses.org/","Theatre Studies Paris Sorbonne","Priteps (Programme de recherches interdisciplinaires sur le théâtre et les pratiques scéniques)","2013-06-13"
"12202","http://tvpatri.hypotheses.org/","Patrimoine et télévision","Les représentations du patrimoine culturel à la télévision française et construction d'un regard (XXe siècle)","2013-05-31"
"12193","http://grm.hypotheses.org/","GRM","Activités et actualités du groupe de recherches matérialistes","2013-05-30"
"12198","http://modernism.hypotheses.org/","For there she was...","As woman my country is the whole world","2013-05-30"
"12195","http://neo.hypotheses.org/","NEO","Le métier de néo-historien médiéviste à l'université de Louvain","2013-05-30"
"12175","http://groupefmr.hypotheses.org/","Groupe fmr","(flux, matrices, réseaux)","2013-05-21"
"12168","http://praxiling.hypotheses.org/","Carnet de Praxiling","Laboratoire de recherche en sciences du langage, en psychologie et cognition et en information-communication","2013-05-15"
"12162","http://memoires16.hypotheses.org/","Les Mémoires au XVIe siècle","Mise en valeur de soi et guerres de religion","2013-05-15"
"12155","http://tetes.hypotheses.org/","Histoires de têtes...","Représentations imagées d'historiens","2013-05-15"
"12157","http://traj.hypotheses.org/","Trajectoires","Recherche en histoire de la physique atomique et nucléaire","2013-05-15"
"12154","http://cultureschine.hypotheses.org/","Cultures chinoises","Immatérielles et numériques","2013-05-13"
"12143","http://humanlit.hypotheses.org/","Humanlit","Littératies et humanités numériques","2013-05-07"
"12147","http://lac.hypotheses.org/","Mes langues aux chats","Limpide linguistique et analyse de discours 3.0","2013-05-07"
"12136","http://puc.hypotheses.org/","Publier une correspondance","Méthode et contenu","2013-05-06"
"12138","http://seuils.hypotheses.org/","Sur les seuils du traduire","Un carnet de recherche sur la traduction et la paratraduction","2013-05-06"
"12131","http://acate.hypotheses.org/","Workshop: Armed Conflict and the Everyday","A transdisciplinary workshop at the Willy Brandt School of Public Policy, Erfurt University","2013-05-03"
"12122","http://extremism.hypotheses.org/","Extremism","On politics, exclusion and rhetoric","2013-05-03"
"12128","http://rcsi.hypotheses.org/","Regionalism and cosmopolitism","South India","2013-05-03"
"12120","http://design.hypotheses.org/","Design en recherche","Le réseau des jeunes chercheurs en design","2013-05-02"
"12101","http://archmajor.hypotheses.org/","Arch MAJOR","Voyager entre différents projets du patrimoine, actualités scientifiques et recherches","2013-04-30"
"12115","http://dipnot.hypotheses.org/","Dipnot","Note de bas de page en turc - Réflexions des chercheurs de l'IFEA","2013-04-30"
"12107","http://kulturgut.hypotheses.org/","Weblog Kulturgut","","2013-04-30"
"12109","http://quadrivium.hypotheses.org/","Quadrivium","Wissenskulturen im Reich des 12. Jahrhunderts","2013-04-30"
"12105","http://rhad.hypotheses.org/","Rheinischer Adel","Ein geschichtswissenschaftlicher Forschungsblog","2013-04-30"
"12065","http://1418.hypotheses.org/","Histoire(s) de 14-18","Carnet du Centre International de Recherche de l'Historial de Péronne","2013-04-11"
"12059","http://chairecoop.hypotheses.org/","Chaire Habitat Coopératif","Chaire internationale habitat coopératif & coopération sociale","2013-04-11"
"12057","http://penserglobal.hypotheses.org/","Penser global","Colloque international - Fondation Maison des sciences de l'homme - mai 2013","2013-04-11"
"12063","http://semdoccak.hypotheses.org/","Histoires et études sociales des sciences et techniques","Séminaire des doctorant.e.s du centre Alexandre-Koyré","2013-04-11"
"12052","http://contreville.hypotheses.org/","Contre-ville","Études des comportements urbains, entre micro-résistances et luttes spatio-temporelles","2013-04-02"
"12027","http://portuguesemovements.hypotheses.org/","Social Movement Research PT","A Platform for Researchers on Social Movements and Civil Society in Portugal","2013-03-25"
"12031","http://projhist.hypotheses.org/","Projections d’histoire","Un coup de projecteur sur l’histoire de l’espace lusophone","2013-03-25"
"12026","http://tepsis.hypotheses.org/","Carnet TEPSIS","La transformation du politique à l'épreuve des sciences sociales","2013-03-22"
"12019","http://francofil.hypotheses.org/","Franco-Fil","Informationssuche und wissenschaftliche Ressourcen zu Frankreich","2013-03-21"
